5.0,0.0,0,5
4.919647942993148,0.8927844739931833,0,5
4.681174353198686,1.7568741204067133,0,5
4.2922439680093305,2.5644963870295308,0,5
3.765357330018055,3.289693629698563,0,5
3.1174490092936677,3.909157412340149,0,5
2.3693433123649936,4.40297765928369,0,5
1.5450849718747373,4.755282581475767,0,5
0.6711663290882777,4.954748808839674,0,5
-0.2243241517525743,4.994965332706574,0,5
-1.1126046697815717,4.874639560909118,0,5
-1.9651251582696165,4.597638862757254,0,5
-2.754484907260512,4.172866268606513,0,5
-3.455313244934323,3.6139743191369575,0,5
-4.045084971874736,2.9389262614623664,0,5
-4.504844339512095,2.169418695587791,0,5
-4.819814303479266,1.3301842278333762,0,5
-4.979871469976195,0.4481965445171681,0,5
-4.979871469976195,-0.44819654451716684,0,5
-4.819814303479267,-1.3301842278333749,0,5
-4.504844339512096,-2.16941869558779,0,5
-4.045084971874737,-2.938926261462365,0,5
-3.4553132449343256,-3.6139743191369558,0,5
-2.754484907260513,-4.172866268606513,0,5
-1.9651251582696188,-4.597638862757253,0,5
-1.112604669781573,-4.874639560909118,0,5
-0.22432415175257553,-4.994965332706573,0,5
0.6711663290882764,-4.954748808839674,0,5
1.5450849718747361,-4.755282581475768,0,5
2.3693433123649923,-4.402977659283691,0,5
3.117449009293667,-3.9091574123401496,0,5
3.7653573300180536,-3.289693629698564,0,5
4.29224396800933,-2.5644963870295316,0,5
4.681174353198686,-1.7568741204067146,0,5
4.919647942993148,-0.8927844739931844,0,5
5.0,-1.2246467991473533e-15,0,5
